postcode,easting,northing,soilType,elevation,nearestWatercourse,distanceToWatercourse,localAuthority
TN38 8BP,577983,108980,Unsurveyed/Urban,20,Combe Haven,230.0,Hastings
TQ12 9HH,286813,71161,Unsurveyed/Urban,10,Aller Brook,410.0,Teignbridge
CT20 3SW,622649,135831,Unsurveyed/Urban,40,Pent Stream,550.0,Folkestone and Hythe
BN3 4QF,526493,105006,Unsurveyed/Urban,10,River Adur,3040.0,Brighton and Hove
TW5 9TB,510723,177153,Unsurveyed/Urban,30,River Crane,1270.0,Hounslow
SE21 7ZA,533055,172559,Unsurveyed/Urban,40,Pool River,3900.0,Southwark
RG3 3JG,468616,171655,Unsurveyed/Urban,40,,640.0,Reading
PL3 4XR,247555,56192,Unsurveyed/Urban,30,Ham Brook,1950.0,Plymouth
SW19 5DF,524027,171323,Unsurveyed/Urban,50,River Wandle,2450.0,Merton
EX6 7ZG,291800,84900,Cambisols,40,,460.0,Teignbridge
PO33 1HP,459804,91972,Planosols,10,Monktonmead Brook,190.0,Isle of Wight
BN11 3YF,514862,102884,Unsurveyed/Urban,10,,1920.0,Worthing
TQ12 2BG,286387,71372,Unsurveyed/Urban,10,River Lemon,260.0,Teignbridge
TW14 9QF,509532,173127,Luvisols,20,Duke of Northumberland's River,1560.0,Hounslow
SE24 0EH,531785,174432,Unsurveyed/Urban,20,River Thames,5160.0,Lambeth
SO40 0EJ,434667,115093,Gleysols,10,,660.0,New Forest
CT18 7HX,625983,138598,Cambisols,140,Pent Stream,3850.0,Dover
ME19 6NW,567487,157597,Luvisols,50,,1220.0,Tonbridge and Malling
TW9 9LB,517869,175252,Unsurveyed/Urban,10,,1180.0,Richmond upon Thames
EX1 4AG,296649,95535,Cambisols,30,Pin Brook,970.0,East Devon
TW15 1SF,509012,170839,Unsurveyed/Urban,20,River Ash,2160.0,Spelthorne
RH11 0TU,523771,136160,Planosols,80,Hyde Hill Brook,560.0,Crawley
TQ12 5UU,283892,67695,Leptosols,90,,1340.0,Teignbridge
DA1 1WT,553664,174039,Unsurveyed/Urban,20,River Darent,1370.0,Dartford
GU34 4XQ,471645,139166,Unsurveyed/Urban,110,River Wey,260.0,East Hampshire
TN29 9DH,604386,120886,Arenosols,0,Southbrooks Sewer,2710.0,Folkestone and Hythe
BS22 9DF,334847,162764,Unsurveyed/Urban,30,,1620.0,North Somerset
RG24 7BD,462321,153521,Unsurveyed/Urban,110,River Loddon,1750.0,Basingstoke and Deane
SO51 5AE,437642,120734,Unsurveyed/Urban,40,Tadburn Lake,1000.0,Test Valley
SL5 7EX,492694,168913,Luvisols,80,,2310.0,Windsor and Maidenhead
SL5 7XT,493767,167833,Podsols,70,,830.0,Windsor and Maidenhead
SM1 4XG,526451,164501,Unsurveyed/Urban,50,,1640.0,Sutton
DT6 3UZ,348725,97950,Cambisols,70,,530.0,Dorset
ME16 0AT,575437,155612,Unsurveyed/Urban,20,River Medway,1180.0,Maidstone
SE16 2SW,535427,178416,Unsurveyed/Urban,10,River Thames,1830.0,Southwark
SP8 4FP,381919,125972,Stagnosols,80,Fern Brook,370.0,Dorset
BA7 7HL,364634,132380,Cambisols,120,River Brue,1530.0,South Somerset
GU51 1EX,479449,155642,Podsols,70,,1050.0,Hart
DT3 6LD,369641,82776,Stagnosols,20,,850.0,Dorset
BS23 3WP,333380,160281,Gleysols,10,Uphill Great Rhyne,310.0,North Somerset
DT8 3BB,347971,101172,Planosols,50,,40.0,Dorset
BS12 1BD,363829,191034,Unsurveyed/Urban,30,,580.0,South Gloucestershire
PO18 0YU,488148,109294,Leptosols,70,River Lavant,2170.0,Chichester
TQ9 6QE,284942,57823,Cambisols,40,,640.0,South Hams
RH16 2RN,534768,124273,Unsurveyed/Urban,50,Scrase Stream,580.0,Mid Sussex
EX39 1NL,245341,130200,Stagnosols,10,The Pill,250.0,Torridge
RG7 6SP,454653,170785,Gleysols,70,,60.0,West Berkshire
SO2 1QG,442332,114931,Unsurveyed/Urban,40,,490.0,Southampton
DA7 5RY,547700,177500,Unsurveyed/Urban,60,,1540.0,Bexley
SL6 7HN,488546,182504,Unsurveyed/Urban,30,White Brook,500.0,Windsor and Maidenhead
BH21 2RS,402535,101003,Podsols,60,,1490.0,Dorset
DT1 2EZ,368293,89718,Unsurveyed/Urban,80,South Winterborne,1270.0,Dorset
SP5 5RW,397453,117445,Leptosols,110,River Allen,7910.0,Dorset
BA6 8DB,350506,138532,Unsurveyed/Urban,40,River Brue,1100.0,Mendip
DA15 9DE,546363,173315,Unsurveyed/Urban,30,River Shuttle,1690.0,Bexley
PO37 6DX,458700,82000,Luvisols,40,The Brook,1090.0,Isle of Wight
EX4 1DU,291447,92060,Unsurveyed/Urban,10,River Exe,820.0,Exeter
BH20 7ES,391798,92717,Luvisols,10,Sherford River,40.0,Dorset
TQ12 9TA,286993,70941,Unsurveyed/Urban,10,Aller Brook,330.0,Teignbridge
BR2 9TP,542004,167313,Planosols,60,,790.0,Bromley
SO16 5NX,440145,115890,Unsurveyed/Urban,50,Holly Brook,660.0,Southampton
EX38 7DX,250307,119875,Histosols,90,Common Lake,1180.0,Torridge
TW9 2AZ,518507,175805,Unsurveyed/Urban,10,,1120.0,Richmond upon Thames
SE7 7HE,541100,178100,Unsurveyed/Urban,20,Woolwich Reach,2710.0,Greenwich
PO15 6PZ,455905,107050,Unsurveyed/Urban,30,River Meon,1570.0,Fareham
SO4 7FP,429100,110700,Planosols,50,Dogben Gutter,660.0,New Forest
TN21 8JD,557944,121446,Luvisols,150,,2340.0,Wealden
SM2 7DB,525127,161910,Unsurveyed/Urban,90,Hogsmill River,3680.0,Sutton
RG45 6YP,485549,169225,Unsurveyed/Urban,60,,280.0,Bracknell Forest
SW18 2BG,526105,174057,Unsurveyed/Urban,10,River Wandle,1400.0,Wandsworth
BS18 5TR,362897,155042,Luvisols,130,Wellow Brook,1240.0,Mendip
DA1 3ER,552934,174346,Unsurveyed/Urban,20,River Cray,1560.0,Dartford
CT14 8DP,637383,148208,Unsurveyed/Urban,50,,5380.0,Dover
SO1 0FF,441946,111945,Unsurveyed/Urban,10,,880.0,Southampton
SO4 5TN,440534,107748,Planosols,20,,1310.0,New Forest
SO15 5EH,440897,113200,Unsurveyed/Urban,20,,770.0,Southampton
SM5 4NY,527620,162967,Unsurveyed/Urban,80,,1930.0,Sutton
PL34 0DJ,205504,88445,Histosols,80,,120.0,Cornwall
RG1 3ED,472349,173406,Unsurveyed/Urban,40,Kennet and Avon Canal,20.0,Reading
SO19 2AB,444853,110978,Unsurveyed/Urban,20,,580.0,Southampton
TN17 2PY,576465,137082,Luvisols,70,,870.0,Tunbridge Wells
RG14 6WB,447245,166993,Unsurveyed/Urban,80,River Kennet,390.0,West Berkshire
EX12 3HB,322704,89149,Cambisols,50,,2190.0,East Devon
BS10 6RS,357875,179143,Unsurveyed/Urban,60,Hazel Brook,1520.0,"Bristol, City of"
RG15 0XE,438983,166533,Luvisols,110,,790.0,West Berkshire
ME7 5DZ,577089,168243,Unsurveyed/Urban,40,Tower Reach,2490.0,Medway
TN23 5WD,598554,141401,Luvisols,60,Great Stour,1020.0,Ashford
KT20 5YQ,523023,156262,Unsurveyed/Urban,160,,6280.0,Reigate and Banstead
BH25 9EH,424445,94773,Unsurveyed/Urban,40,,1050.0,New Forest
PO12 2BX,460252,98602,Unsurveyed/Urban,10,River Alver,2320.0,Gosport
SP2 2GF,413857,130232,Unsurveyed/Urban,50,,150.0,Wiltshire
SW11 9LA,527614,175543,Unsurveyed/Urban,10,River Thames,1540.0,Wandsworth
ME13 0PE,599371,155838,Leptosols,70,,5790.0,Swale
TR1 3LQ,179581,45313,Cambisols,100,River Kenwyn,840.0,Cornwall
GU32 3BW,474088,123691,Luvisols,70,,190.0,East Hampshire
BS18 9HA,354124,170426,Unsurveyed/Urban,70,Ashton Brook,1110.0,North Somerset
BS99 7RQ,360204,173429,Unsurveyed/Urban,20,River Frome,820.0,"Bristol, City of"
BA1 6RZ,376134,166544,Unsurveyed/Urban,30,Lam Brook,1540.0,Bath and North East Somerset
RG12 9GH,487882,168854,Unsurveyed/Urban,70,Bull Brook,1010.0,Bracknell Forest
PO21 2GB,493770,99105,Unsurveyed/Urban,10,Aldingbourne Rife,1120.0,Arun
TN3 0ZQ,559924,142133,Planosols,70,,400.0,Tunbridge Wells
TW16 9AX,509877,170157,Unsurveyed/Urban,20,River Ash,2740.0,Spelthorne
SW15 1LZ,523279,175980,Unsurveyed/Urban,10,Beverley Brook,1310.0,Wandsworth
SE18 4WE,543613,178759,Unsurveyed/Urban,10,Woolwich Reach,1880.0,Greenwich
BS1 6WU,359174,172764,Unsurveyed/Urban,10,River Frome,890.0,"Bristol, City of"
EX1 2PY,293615,93366,Unsurveyed/Urban,50,Mincinglake Stream,730.0,Exeter
BA3 5SX,369234,151946,Leptosols,100,,290.0,Mendip
RG11 1WA,481278,169352,Planosols,60,,990.0,Wokingham
DA6 8EH,547912,175320,Unsurveyed/Urban,50,River Shuttle,1510.0,Bexley
BH12 9JT,406189,93423,Podsols,50,,340.0,"Bournemouth, Christchurch and Poole"
SP3 4RB,403403,147995,Cambisols,100,River Till,6200.0,Wiltshire
KT12 1SU,510600,165100,Unsurveyed/Urban,20,River Mole,2160.0,Elmbridge
BH23 3HD,418000,93000,Luvisols,0,River Mude,360.0,"Bournemouth, Christchurch and Poole"
TQ2 5NA,291603,63928,Unsurveyed/Urban,20,,1050.0,Torbay
BS34 5EB,359940,181498,Unsurveyed/Urban,80,Patchway Brook,2260.0,South Gloucestershire
BN43 5JZ,522730,104831,Unsurveyed/Urban,0,West Arm,130.0,Adur
TN39 4LJ,572647,108927,Unsurveyed/Urban,30,,1570.0,Rother
SE17 9DU,532118,178403,Unsurveyed/Urban,10,Upper Pool,2400.0,Southwark
EX24 6ND,324649,94086,Gleysols,20,River Coly,850.0,East Devon
SW20 8DT,523755,169404,Unsurveyed/Urban,20,Pyl Brook,2290.0,Merton
CT16 2EB,630692,144199,Unsurveyed/Urban,120,River Dour,1510.0,Dover
BN5 0ES,522083,114398,Planosols,20,,1340.0,Horsham
BN2 5NJ,533639,104348,Unsurveyed/Urban,50,Celery Sewer,8530.0,Brighton and Hove
BS1 9FQ,360205,173432,Unsurveyed/Urban,20,River Frome,820.0,"Bristol, City of"
KT3 4WJ,521477,168161,Unsurveyed/Urban,20,Hogsmill River,2000.0,Kingston upon Thames
BS9 4QL,358192,177232,Unsurveyed/Urban,60,River Trym,1220.0,"Bristol, City of"
KT12 2YD,511130,167333,Unsurveyed/Urban,20,River Thames,920.0,Elmbridge
SE9 2HH,544670,172982,Unsurveyed/Urban,40,Wyncham Stream,690.0,Bexley
BN17 5JR,503136,101795,Unsurveyed/Urban,10,River Arun,780.0,Arun
SP6 2LL,417701,115019,Luvisols,80,,1190.0,New Forest
SE11 4ZL,531505,178482,Unsurveyed/Urban,10,River Thames,2630.0,Lambeth
DT6 4AQ,347566,93081,Arenosols,20,River Asker,360.0,Dorset
WD3 2UT,504194,192611,Gleysols,50,River Colne,150.0,Hillingdon
SL6 4PF,487220,180323,Unsurveyed/Urban,40,White Brook,2780.0,Windsor and Maidenhead
RG26 6DU,461221,162159,Podsols,100,Silchester Brook,630.0,Basingstoke and Deane
PO12 1RR,461694,99822,Unsurveyed/Urban,10,,840.0,Gosport
OX11 6HZ,450928,189002,Luvisols,70,,1080.0,South Oxfordshire
BN27 1PE,559659,111126,Planosols,10,Hurst Haven,1600.0,Wealden
TQ4 5NR,288475,59795,Unsurveyed/Urban,30,,630.0,Torbay
SO24 0HT,455579,128943,Luvisols,90,River Itchen,2170.0,Winchester
BN21 2AY,560784,99116,Unsurveyed/Urban,10,,1510.0,Eastbourne
PL15 9GQ,234103,83555,Cambisols,140,,1120.0,Cornwall
CT9 5AS,634501,170537,Unsurveyed/Urban,10,Brooksend Stream,6810.0,Thanet
KT4 8XA,523021,165098,Unsurveyed/Urban,30,Pyl Brook,2080.0,Sutton
DT3 4FW,365166,80140,Stagnosols,20,West Fleet,2130.0,Dorset
SN8 4HY,416954,168436,Leptosols,150,River Kennet,530.0,Wiltshire
GU28 0BQ,497808,121661,Luvisols,60,,590.0,Chichester
BS40 9YB,352402,165897,Luvisols,160,Elwell Brook,1830.0,North Somerset
SL6 6RB,482300,181440,Stagnosols,100,,2280.0,Windsor and Maidenhead
TN21 9QG,562667,118458,Luvisols,80,,900.0,Wealden
BS6 7QQ,357382,175884,Unsurveyed/Urban,80,River Avon,2350.0,"Bristol, City of"
SW14 8UX,520532,175905,Unsurveyed/Urban,0,River Thames,920.0,Richmond upon Thames
EX17 4AH,285681,103578,Cambisols,150,Shobrooke Lake,2550.0,Mid Devon
BS20 7WX,346684,176242,Unsurveyed/Urban,10,,730.0,North Somerset
PO2 0JX,465796,102534,Unsurveyed/Urban,0,,2790.0,Portsmouth
RH1 4LL,532410,150926,Luvisols,150,,950.0,Tandridge
EX12 2UD,324316,90765,Luvisols,20,,730.0,East Devon
TN40 9TE,574064,107591,Unsurveyed/Urban,10,,2640.0,Rother
BN2 0EA,532507,104073,Unsurveyed/Urban,50,River Adur,9040.0,Brighton and Hove
CR9 2GQ,532904,165801,Unsurveyed/Urban,60,River Wandle,3530.0,Croydon
CR3 2EP,529700,160300,Unsurveyed/Urban,120,,4830.0,Croydon
GU22 2WX,500739,158609,Unsurveyed/Urban,40,Basingstoke Canal,1020.0,Woking
RG6 2SJ,474041,171180,Unsurveyed/Urban,60,,1780.0,Wokingham
ME16 0RD,574609,156894,Unsurveyed/Urban,40,River Medway,820.0,Maidstone
SW18 3SY,526283,172580,Unsurveyed/Urban,10,River Wandle,220.0,Wandsworth
TW16 5WH,509877,170157,Unsurveyed/Urban,20,River Ash,2740.0,Spelthorne
RG18 3FW,451150,167782,Planosols,80,,530.0,West Berkshire
CT2 7EJ,614400,158300,Unsurveyed/Urban,10,Great Stour,1100.0,Canterbury
TN4 0PA,557959,142545,Unsurveyed/Urban,110,,1000.0,Tunbridge Wells
BH23 8AW,418310,98036,Unsurveyed/Urban,20,River Mude,1990.0,New Forest
TW3 9RP,513939,175863,Unsurveyed/Urban,20,River Crane,2230.0,Hounslow
PO5 1RD,464862,99316,Unsurveyed/Urban,10,,2620.0,Portsmouth
RG25 1TP,476661,146178,Cambisols,150,River Wey,4230.0,Hart
SP10 4HP,436302,145363,Unsurveyed/Urban,60,River Anton,80.0,Test Valley
CT10 1DT,639858,168463,Unsurveyed/Urban,20,River Stour,7920.0,Thanet
PO15 6BF,457310,105177,Unsurveyed/Urban,10,Heavy Reach,1910.0,Fareham
TQ5 9FU,292890,55018,Cambisols,60,,2480.0,Torbay
PO3 5DX,466127,104121,Unsurveyed/Urban,10,Shut Lake,2650.0,Portsmouth
KT20 5HS,523038,157036,Unsurveyed/Urban,170,,5580.0,Reigate and Banstead
BS20 7TU,350002,175234,Luvisols,20,,1580.0,North Somerset
PO14 4BA,453392,106392,Unsurveyed/Urban,30,River Meon,1990.0,Fareham
SO15 2JS,441761,113315,Unsurveyed/Urban,20,,880.0,Southampton
BS1 4TR,358653,173159,Unsurveyed/Urban,10,River Frome,890.0,"Bristol, City of"
TN33 3BS,574787,115857,Planosols,80,,1720.0,Rother
SE18 7TJ,544628,178167,Unsurveyed/Urban,40,,1790.0,Greenwich
RH14 9DF,510066,124823,Planosols,30,River Adur,1710.0,Horsham
SO22 5LL,446254,130730,Unsurveyed/Urban,80,,2400.0,Winchester
TQ12 4BZ,287559,70365,Unsurveyed/Urban,50,Aller Brook,640.0,Teignbridge
GU28 9DS,493959,124920,Luvisols,40,,410.0,Chichester
TW1 2XD,515984,173661,Unsurveyed/Urban,10,River Crane,1450.0,Richmond upon Thames
BN11 4BR,514386,102668,Unsurveyed/Urban,10,,2390.0,Worthing
RH19 1AL,539473,138079,Unsurveyed/Urban,130,,940.0,Mid Sussex
RG25 2JP,463428,149128,Luvisols,120,River Loddon,3110.0,Basingstoke and Deane
PO7 5DE,467223,106790,Unsurveyed/Urban,60,,2140.0,Havant
PO7 6YJ,465555,111605,Stagnosols,50,,1070.0,Winchester
PO33 1WY,459552,91223,Luvisols,20,Monktonmead Brook,630.0,Isle of Wight
EX4 3QP,292230,92960,Unsurveyed/Urban,50,Taddiforde Brook,1000.0,Exeter
TQ4 6DT,289554,60239,Unsurveyed/Urban,10,,1170.0,Torbay
TW3 2AZ,513736,175092,Unsurveyed/Urban,20,River Crane,1590.0,Hounslow
PO21 2BX,493243,99508,Unsurveyed/Urban,10,Aldingbourne Rife,1580.0,Arun
EX8 2ST,300206,80612,Unsurveyed/Urban,20,River Exe,680.0,East Devon
KT1 9EU,518842,168682,Unsurveyed/Urban,10,Hogsmill River,260.0,Kingston upon Thames
GU15 2DX,487182,159773,Unsurveyed/Urban,70,Blackwater River,1540.0,Surrey Heath
SE12 0JW,540011,173917,Unsurveyed/Urban,30,Quaggy River,1410.0,Lewisham
PO21 9EN,493770,99105,Unsurveyed/Urban,10,Aldingbourne Rife,1120.0,Arun
TN12 8ND,570158,140845,Luvisols,60,,1610.0,Tunbridge Wells
BH10 5NN,407337,96039,Unsurveyed/Urban,20,,680.0,"Bournemouth, Christchurch and Poole"
BH22 0WD,408070,104287,Podsols,20,,1410.0,Dorset
TQ10 9ER,269166,58861,Cambisols,110,Glaze Brook,340.0,South Hams
HA6 2GD,508830,191269,Unsurveyed/Urban,60,,1340.0,Hillingdon
SL4 5LB,494905,176567,Unsurveyed/Urban,30,River Thames,1130.0,Windsor and Maidenhead
GU24 9NR,493759,160595,Planosols,40,,550.0,Surrey Heath
PO37 6EU,458522,82068,Luvisols,40,The Brook,910.0,Isle of Wight
BN2 5YS,533327,103722,Unsurveyed/Urban,30,,9240.0,Brighton and Hove
BH22 9AF,407388,99779,Stagnosols,30,,1610.0,Dorset
RH20 6AE,505252,118612,Luvisols,10,River Arun,550.0,Horsham
TN23 3RG,601446,139091,Planosols,40,,500.0,Ashford
BS14 9AE,360997,170306,Unsurveyed/Urban,50,Brislington Brook,260.0,"Bristol, City of"
BN52 9AD,529099,105474,Unsurveyed/Urban,30,River Adur,5680.0,Brighton and Hove
TR13 8WU,165858,27396,Unsurveyed/Urban,30,River Cober,2010.0,Cornwall
CT13 9NN,633300,159900,Leptosols,10,River Stour,720.0,Dover
GU13 9UZ,480766,152737,Unsurveyed/Urban,80,Basingstoke Canal,1520.0,Hart
SN9 5WE,418620,168993,Unsurveyed/Urban,140,River Kennet,430.0,Wiltshire
BS31 3EN,368629,167384,Gleysols,30,River Avon,890.0,Bath and North East Somerset
W4 4TB,520560,178360,Unsurveyed/Urban,10,River Thames,1570.0,Hounslow
TA9 4AX,337696,146999,Gleysols,10,River Brue,3290.0,Sedgemoor
TQ2 7GU,290598,67149,Cambisols,90,,1360.0,Torbay
SM3 9PY,525226,166054,Unsurveyed/Urban,40,Pyl Brook,2120.0,Sutton
RG4 7YY,467000,179000,Luvisols,120,River Thames,2290.0,South Oxfordshire
TN35 5LB,583276,110774,Unsurveyed/Urban,90,,790.0,Hastings
BH19 1HU,402686,78755,Planosols,10,,310.0,Dorset
RG5 4EG,477220,172650,Unsurveyed/Urban,40,River Loddon,620.0,Wokingham
SO32 2EL,457572,115876,Stagnosols,40,,860.0,Winchester
RG1 9QZ,471613,170786,Unsurveyed/Urban,50,Foudry Brook,550.0,Reading
SP6 1HR,414600,114500,Luvisols,30,Sweatfords Water,300.0,New Forest
TN30 6DU,588506,135181,Unsurveyed/Urban,60,,800.0,Ashford
TA7 8DY,334683,141533,Leptosols,20,King's Sedgemoor Drain,2410.0,Sedgemoor
BN1 8GJ,532162,108880,Unsurveyed/Urban,120,,6820.0,Brighton and Hove
DA13 0ZN,564120,164705,Leptosols,150,,5640.0,Gravesham
BS34 5UB,358384,181087,Stagnosols,70,Henbury Trym,1070.0,South Gloucestershire
SO15 3LJ,440581,112697,Unsurveyed/Urban,10,,750.0,Southampton
SN14 8ST,383500,174600,Cambisols,60,Doncombe Brook,1510.0,Wiltshire
SO30 2ZH,448738,114199,Unsurveyed/Urban,30,,650.0,Eastleigh
SO41 9ES,431613,96245,Cambisols,20,,1180.0,New Forest
SO17 2HG,442815,114117,Unsurveyed/Urban,20,River Itchen,1460.0,Southampton
SE15 2AJ,534868,176722,Unsurveyed/Urban,10,River Thames,3400.0,Southwark
SW18 4BJ,525336,173789,Unsurveyed/Urban,10,River Wandle,1350.0,Wandsworth
TQ3 1ZR,288792,60830,Unsurveyed/Urban,10,,1210.0,Torbay
PL15 8BY,233200,84400,Unsurveyed/Urban,150,River Kensey,1010.0,Cornwall
BN10 8LH,540874,100857,Unsurveyed/Urban,30,River Ouse,3880.0,Lewes
BN2 9QW,531694,104513,Unsurveyed/Urban,50,River Adur,8210.0,Brighton and Hove
TR27 6DN,161115,35493,Cambisols,60,,2030.0,Cornwall
GU10 3AA,484747,142477,Podsols,80,River Wey,860.0,Waverley
TQ1 4DU,290315,65321,Unsurveyed/Urban,60,,1830.0,Torbay
BS23 3DN,332724,161193,Unsurveyed/Urban,10,Uphill Great Rhyne,1420.0,North Somerset
GU10 2XX,486728,140448,Podsols,70,,480.0,Waverley
TW1 4BE,515713,173105,Unsurveyed/Urban,10,River Crane,1330.0,Richmond upon Thames
RG17 8FS,432486,178873,Cambisols,130,River Lambourn,3560.0,West Berkshire
RH10 9JR,526889,136881,Unsurveyed/Urban,70,Gatwick Stream,3050.0,Crawley
PL15 8EE,233077,85294,Cambisols,90,,230.0,Cornwall
BH11 8YL,406031,95191,Unsurveyed/Urban,40,,1600.0,"Bournemouth, Christchurch and Poole"
GU51 2ZW,480895,154671,Unsurveyed/Urban,80,,720.0,Hart
GU16 6NW,488940,156629,Podsols,70,Basingstoke Canal,1750.0,Surrey Heath
PO33 1FX,460502,90680,Planosols,40,Monktonmead Brook,1430.0,Isle of Wight
GU2 6ZU,498100,152600,Planosols,50,,560.0,Guildford
KT6 7NS,518949,165528,Unsurveyed/Urban,30,,990.0,Kingston upon Thames
GU1 2QQ,502188,150237,Unsurveyed/Urban,90,River Wey,2530.0,Guildford
BS23 2AJ,331859,161805,Unsurveyed/Urban,10,Uphill Great Rhyne,2430.0,North Somerset
PO33 2DL,459205,92895,Planosols,10,Monktonmead Brook,1150.0,Isle of Wight
DA12 1EE,565088,173976,Unsurveyed/Urban,20,River Thames,1020.0,Gravesham
SW4 6DP,529666,175615,Unsurveyed/Urban,20,River Thames,3180.0,Lambeth
TA9 3TJ,331975,147084,Leptosols,10,River Brue,2750.0,Sedgemoor
PO37 7YT,458044,81955,Luvisols,40,The Brook,720.0,Isle of Wight
OX10 9NP,458772,186538,Luvisols,50,,350.0,South Oxfordshire
SO41 0ET,432271,95427,Unsurveyed/Urban,20,,240.0,New Forest
GU15 2QQ,487118,158279,Unsurveyed/Urban,70,,250.0,Surrey Heath
TN24 8RJ,601104,143542,Unsurveyed/Urban,50,,610.0,Ashford
CR0 9AY,532379,166208,Unsurveyed/Urban,50,River Wandle,3090.0,Croydon
TR13 8UU,165901,28490,Cambisols,50,River Cober,1030.0,Cornwall
RH16 1AY,533131,124714,Unsurveyed/Urban,50,Scrase Stream,280.0,Mid Sussex
BA11 9DQ,376784,148398,Arenosols,110,River Frome,1190.0,Mendip
TR1 2UE,182687,44967,Unsurveyed/Urban,10,River Kenwyn,650.0,Cornwall
RH11 6EA,524228,135043,Planosols,80,Bewbush Brook,920.0,Crawley
BA21 3QN,354194,118897,Stagnosols,40,,1030.0,South Somerset
GU32 1YP,474592,123257,Luvisols,60,,470.0,East Hampshire
CR5 3GU,529585,159089,Unsurveyed/Urban,120,,5960.0,Croydon
SO4 2GP,431298,111965,Planosols,20,,730.0,New Forest
TA23 0BW,307354,142791,Cambisols,30,Washford River,640.0,Somerset West and Taunton
GU7 1TP,497503,142749,Unsurveyed/Urban,100,,1410.0,Waverley
SO17 3TH,443370,115481,Unsurveyed/Urban,20,River Itchen,2650.0,Southampton
BH24 9AW,415106,106753,Unsurveyed/Urban,20,Lin Brook,850.0,New Forest
BH12 4BJ,406142,93257,Podsols,40,,380.0,"Bournemouth, Christchurch and Poole"
TW11 8EU,516002,171126,Unsurveyed/Urban,10,River Thames,840.0,Richmond upon Thames
BS6 9LN,359117,174505,Unsurveyed/Urban,30,,490.0,"Bristol, City of"
BS39 6XW,363710,157129,Stagnosols,90,,360.0,Bath and North East Somerset
PL3 5ZJ,250353,53862,Unsurveyed/Urban,10,Pomphlett Lake,130.0,Plymouth
RH6 7NP,528388,142110,Unsurveyed/Urban,60,Gatwick Stream,2570.0,Reigate and Banstead
OX33 1FX,459787,205695,Leptosols,80,Holton Brook,1750.0,South Oxfordshire
TQ1 1JE,291898,64612,Unsurveyed/Urban,50,,470.0,Torbay
BS20 7HY,346142,176973,Unsurveyed/Urban,10,,1530.0,North Somerset
RH16 2DH,533865,125805,Unsurveyed/Urban,50,,650.0,Mid Sussex
TW7 7TD,517054,177215,Unsurveyed/Urban,10,,960.0,Hounslow
TN39 4YP,571400,108700,Unsurveyed/Urban,20,,330.0,Rother
BS31 2SQ,363518,166923,Leptosols,70,,2000.0,Bath and North East Somerset
SW4 8WH,529353,175449,Unsurveyed/Urban,20,River Thames,3280.0,Lambeth
CR5 3NX,527367,157653,Unsurveyed/Urban,110,,4600.0,Reigate and Banstead
BH12 1YD,406189,93423,Podsols,50,,340.0,"Bournemouth, Christchurch and Poole"
ME5 7TD,576582,164812,Leptosols,60,Tower Reach,4410.0,Medway
TW1 9PB,515669,174315,Unsurveyed/Urban,10,River Crane,1280.0,Hounslow
RG42 5TG,484145,171603,Planosols,70,The Cut,1350.0,Bracknell Forest
BR5 3SE,547775,168150,Unsurveyed/Urban,50,River Cray,1440.0,Bromley
RG21 8XY,462652,151486,Unsurveyed/Urban,100,River Loddon,1140.0,Basingstoke and Deane
BS32 9BJ,362441,181682,Stagnosols,50,Stoke Brook,940.0,South Gloucestershire
RG10 0GF,471321,174026,Unsurveyed/Urban,40,River Thames,540.0,Reading
SE10 1AJ,540201,178641,Unsurveyed/Urban,10,Woolwich Reach,2960.0,Greenwich
CT1 9FB,615886,158470,Unsurveyed/Urban,20,Great Stour,550.0,Canterbury
RH15 8RX,531400,119900,Unsurveyed/Urban,40,Holmbush Gill,1210.0,Mid Sussex
SM2 6BN,525407,161740,Arenosols,100,Hogsmill River,4000.0,Sutton
RG18 3FY,451175,167802,Planosols,80,,560.0,West Berkshire
RG40 2YJ,481689,168313,Unsurveyed/Urban,70,Emm Brook,750.0,Wokingham
BS7 9NZ,360129,176099,Unsurveyed/Urban,40,River Frome,1680.0,"Bristol, City of"
SW16 1TW,529460,171611,Unsurveyed/Urban,40,River Wandle,3540.0,Wandsworth
GU27 1PQ,487774,132651,Podsols,120,River Wey,250.0,Waverley
TA2 8PS,324816,126222,Gleysols,10,,80.0,Somerset West and Taunton
RG18 3UE,451341,168066,Planosols,90,,870.0,West Berkshire
SW14 7RU,519958,174968,Unsurveyed/Urban,20,Beverley Brook,2310.0,Richmond upon Thames
CT11 9JP,637852,164696,Unsurveyed/Urban,20,River Stour,3870.0,Thanet
KT3 4JP,521673,168897,Unsurveyed/Urban,20,Beverley Brook,510.0,Kingston upon Thames
KT16 9GN,503846,166556,Unsurveyed/Urban,20,,960.0,Runnymede
CT20 3ZN,620691,135426,Unsurveyed/Urban,40,Pent Stream,1910.0,Folkestone and Hythe
BH19 1BD,402297,79323,Planosols,10,,430.0,Dorset
EX15 1AX,302227,108113,Cambisols,60,,560.0,Mid Devon
TN1 2AY,558359,139898,Unsurveyed/Urban,120,,1570.0,Tunbridge Wells
SO3 3AZ,447006,113558,Unsurveyed/Urban,80,,2210.0,Eastleigh
SO16 8DW,438171,116374,Planosols,40,Tanner's Brook,1740.0,Test Valley
